customer_id,total_spent,spending_tier
2csADj8xDY2r,313.99,Low Spender
1g7Gio5RBtwZ,313.99,Low Spender
0qGzvdlvkzbt,313.99,Low Spender
kihvxyytVX3q,313.94,Low Spender
GiK4mkB1vEwd,313.94,Low Spender
46lAAuCyywiI,313.94,Low Spender
yotPOVDWxKyi,313.93,Low Spender
y84bjx2BaeqC,313.93,Low Spender
xeLndef2sYdo,313.93,Low Spender
x21uTAiTpViQ,313.93,Low Spender
wlZXim18Y5wp,313.93,Low Spender
thOZUKWgkICA,313.93,Low Spender
t9l78XtbFKXc,313.93,Low Spender
skHDwmX8hOPJ,313.93,Low Spender
rvgHYy3WgAoP,313.93,Low Spender
rXDK2HgzeFQw,313.93,Low Spender
rJBq6W22PUcj,313.93,Low Spender
qQJimf9Z93pW,313.93,Low Spender
om9DpSDnsYE1,313.93,Low Spender
n6aPIBywsZ3R,313.93,Low Spender
m3deqNNPHgMc,313.93,Low Spender
leOblkIBg8pG,313.93,Low Spender
kd4s1D5dlLff,313.93,Low Spender
kWaFnuojaW0d,313.93,Low Spender
jxiLmd5AbZqk,313.93,Low Spender
jdKA8ck6IIAW,313.93,Low Spender
jTH8kEa9leUE,313.93,Low Spender
iqdaL9MEVndi,313.93,Low Spender
icMSFmvg1oq4,313.93,Low Spender
i3nkZuIjCMec,313.93,Low Spender
hzGVs3m5v6H9,313.93,Low Spender
grCrtgwl7RRh,313.93,Low Spender
ghSvGDdki0WM,313.93,Low Spender
gVfcW0qvbp41,313.93,Low Spender
g4QnpMALXNe0,313.93,Low Spender
flhAnSDo4mFn,313.93,Low Spender
e4NHXcPfRAuR,313.93,Low Spender
bCMOZAGYGOWt,313.93,Low Spender
b5rDIWmiMiV9,313.93,Low Spender
aTg1u91LcaUv,313.93,Low Spender
aLSfVs8O83ps,313.93,Low Spender
YDqCoNnZ9qno,313.93,Low Spender
Y9XBaEikdHIb,313.93,Low Spender
Y0LUH4azFm8I,313.93,Low Spender
X4gZsMVjVErD,313.93,Low Spender
VCh02DRubnfU,313.93,Low Spender
V2pgmWm7qFh8,313.93,Low Spender
UJj9TR9EOg1l,313.93,Low Spender
UJcPJAEqIIYK,313.93,Low Spender
Tvv4rxeUL5NW,313.93,Low Spender
TNOzbSm0VI5K,313.93,Low Spender
SUv3noWobOi4,313.93,Low Spender
Qwb4ouLsMaUg,313.93,Low Spender
QCLalPCM6qjJ,313.93,Low Spender
Pjfc0pjVRR6P,313.93,Low Spender
PgPx3hHx4dso,313.93,Low Spender
NuNNRS51YU4K,313.93,Low Spender
NlWxFxvb5uwo,313.93,Low Spender
NVLJ7cGU1qPY,313.93,Low Spender
NRGHAMhrHokd,313.93,Low Spender
MVwT7Ngnz7bP,313.93,Low Spender
JgBFgBNeqb85,313.93,Low Spender
IjwkqalcGOFc,313.93,Low Spender
Iik9ItW3YrZ2,313.93,Low Spender
IaqP4WoGTcTt,313.93,Low Spender
H4UgOv1k6ar3,313.93,Low Spender
GsxV867dTZr0,313.93,Low Spender
GlVE2nUFs5x4,313.93,Low Spender
GibAkhoJqufe,313.93,Low Spender
GWPx48VuKgpW,313.93,Low Spender
GSrJvkjZTItU,313.93,Low Spender
FK2mR58A69DJ,313.93,Low Spender
EvYCy8UmSaTI,313.93,Low Spender
E5694rX9XykJ,313.93,Low Spender
BXVLE07eZtok,313.93,Low Spender
ArsXIFoisqHs,313.93,Low Spender
ALXP5D1SS5zR,313.93,Low Spender
AJwNkiQrdKOT,313.93,Low Spender
8D7DASNYsoKJ,313.93,Low Spender
7q89gjF4E3Va,313.93,Low Spender
7FNjmvpN3EEU,313.93,Low Spender
7F6jF38wIwsp,313.93,Low Spender
591TBcTR2O2J,313.93,Low Spender
4UcPKXUDEmfL,313.93,Low Spender
3nsgqMxsbxsL,313.93,Low Spender
3mFgxw3CAD28,313.93,Low Spender
3JdbVbf4h543,313.93,Low Spender
3EUIWNDNyOrX,313.93,Low Spender
21GDNPkVcJH9,313.93,Low Spender
1fUvZv4GJFkU,313.93,Low Spender
1PJNA8KhgTmb,313.93,Low Spender
1M1JKCmT1ZyR,313.93,Low Spender
0sydfqlSxXCU,313.93,Low Spender
0aqVViburk1r,313.93,Low Spender
0CFTZgHINfQi,313.93,Low Spender
0BxXZb334QJ0,313.93,Low Spender
w1RD2a21EALk,313.86,Low Spender
unOsnqIkQsAq,313.86,Low Spender
sqwwnu4T1FMP,313.84,Low Spender
q6TpF53zL7HQ,313.84,Low Spender
ekIaIGf7UFdk,313.84,Low Spender
BlOuO2pbyOiD,313.82,Low Spender
pDuoA1quh3yP,313.75,Low Spender
D3Z0voTuJmsf,313.75,Low Spender
scDji0s4KmiT,313.72,Low Spender
4IQnux7t8lg8,313.72,Low Spender
8x3jGsTE3C2h,313.68,Low Spender
PB9vEHBZ6Ve8,313.65,Low Spender
xQmDTulM4SqX,313.61,Low Spender
g44VgwhzRMcj,313.61,Low Spender
ZPYNv6EjIgLt,313.61,Low Spender
VqjF4rWSNSpe,313.61,Low Spender
Ia1O8mWxWt7z,313.61,Low Spender
A1AekLOgcCIf,313.61,Low Spender
7gILVdufBD6n,313.61,Low Spender
oKD6O2cwXs4R,313.6,Low Spender
yxr5Y2ye5Aly,313.58,Low Spender
ohDyFL64yqv9,313.58,Low Spender
lezFPcNrllUA,313.58,Low Spender
l7WDSVwwPeX1,313.58,Low Spender
6rw0VrG4Yun0,313.58,Low Spender
rM2rZBfIQIDn,313.55,Low Spender
2N1Zt8M48XUH,313.55,Low Spender
0hOB7wqSrY9R,313.55,Low Spender
AWTTxA4Co08L,313.54,Low Spender
oZ4sNQcuGa1c,313.53,Low Spender
mMvSFQskj2kp,313.53,Low Spender
iLJubU6A1c46,313.53,Low Spender
XXZ59wnlYl26,313.53,Low Spender
WBbO4DEWJvOn,313.53,Low Spender
KkpLtiH7dHYV,313.53,Low Spender
FwXqmqP3Go0X,313.53,Low Spender
EpaYnmiuKSTj,313.53,Low Spender
9OCTWTV6xybL,313.53,Low Spender
3syKj2U1Jd0N,313.53,Low Spender
1MDVrLd53gvl,313.53,Low Spender
whJ3qypjPH7p,313.51,Low Spender
XBfB9AShfzYX,313.5,Low Spender
WoEtYflAnCFF,313.5,Low Spender
N5Y8qadgdG0Y,313.5,Low Spender
8IIl5GOlftaG,313.48,Low Spender
xDmDyS9hFKf2,313.4,Low Spender
kJDrj4QlLgdV,313.4,Low Spender
1Gzrzxpkp5CG,313.4,Low Spender
lVfa8y2HxcSP,313.39,Low Spender
X04rzC3KbKyN,313.39,Low Spender
6uYKw8DDyKTE,313.39,Low Spender
EaGADuqlyp9n,313.36,Low Spender
XMaRF43wz1kQ,313.29,Low Spender
fDEzjDGZ92ab,313.28,Low Spender
e23oTZSm6Jb1,313.28,Low Spender
beIyKvln4Jay,313.28,Low Spender
3Syzkyy6WJ9V,313.28,Low Spender
1uTGo0uI8EjH,313.28,Low Spender
wm8DGTeScARX,313.22,Low Spender
ktCkgmDooBsi,313.22,Low Spender
Fbg5uZKzzDai,313.22,Low Spender
ZIuKYi3jZOge,313.2,Low Spender
QthVM2S7lh56,313.2,Low Spender
p8Qy2jKWz1my,313.19,Low Spender
aNNZiUgOo1hU,313.18,Low Spender
BaVLDdUPLkbk,313.18,Low Spender
Mutnh0cZPLIh,313.11,Low Spender
ynCgGh1fSURc,313.1,Low Spender
DtnFd18PgyLd,313.1,Low Spender
4xSAnj0bcxss,313.1,Low Spender
4p73a2YDruWx,313.1,Low Spender
1dZvr1BiRkCe,313.1,Low Spender
kPQW0ifOCYek,313.09,Low Spender
k6Uza5zRbEbM,313.09,Low Spender
dHiJnpH06l7R,313.09,Low Spender
SzGPRMmrLMPw,313.09,Low Spender
LxPozm8xy98o,313.09,Low Spender
8J3JCQWl2Cha,313.09,Low Spender
NgO9nhoHqHCT,313.0,Low Spender
e9ZAptnN4mz2,312.95,Low Spender
b2sDk7cObSOO,312.95,Low Spender
W3enjdta0Lyi,312.93,Low Spender
Vq5zcBcjNktv,312.93,Low Spender
peYhopmk9CFd,312.92,Low Spender
okAknFE8jxx3,312.91,Low Spender
IVSlIh1QrYvm,312.84,Low Spender
xHeFsnmgfXzv,312.82,Low Spender
uyPatH89Y3vk,312.82,Low Spender
lrNNIugRN7vp,312.82,Low Spender
2W1JcrqqG1F4,312.82,Low Spender
GkCm1YO1KOHb,312.78,Low Spender
oQWH5syNGodd,312.74,Low Spender
SPd8oP6f0P1P,312.74,Low Spender
MI6yFsvbMOeq,312.74,Low Spender
3Rv6rLWm2CYb,312.74,Low Spender
zSW4sHpNLO1H,312.7,Low Spender
y9rgTL6f0RhW,312.7,Low Spender
pte9CQyXKvt1,312.7,Low Spender
oeQ8cAdUK2W3,312.7,Low Spender
ihBTdkseiD8Y,312.7,Low Spender
bwdszZr62QIP,312.7,Low Spender
aFKAIrcF87Hv,312.7,Low Spender
TpnbUZd4Acmp,312.7,Low Spender
OGWuax0y0702,312.7,Low Spender
N6YZjjK6re80,312.7,Low Spender
KAQcClUYmD1T,312.7,Low Spender
JOSS2KysJRyI,312.7,Low Spender
HHd1UhiNgaYk,312.7,Low Spender
FB4bkLmuXiM3,312.7,Low Spender
395xH2VXZX9s,312.7,Low Spender
tMgQUad9oSmL,312.64,Low Spender
c3N7TJFtvZVL,312.64,Low Spender
YtCax5sRjJf3,312.64,Low Spender
4yqQS8WUbw2Q,312.64,Low Spender
bzXrEzUMKIHZ,312.62,Low Spender
BDzndD4z9i8L,312.62,Low Spender
4y7jA4m7bNrQ,312.62,Low Spender
0xvkMcXBFXUu,312.62,Low Spender
uYsPqmcpHPdG,312.61,Low Spender
LBWMiU73h5WV,312.59,Low Spender
sO88a01KabGu,312.53,Low Spender
n5fysNNlqDsh,312.53,Low Spender
gmrweXozEQDp,312.53,Low Spender
cFe6rwh3Fy3H,312.53,Low Spender
PzjJwYZADhiV,312.53,Low Spender
OOxx6EQk7U1N,312.53,Low Spender
FdP2jh55wsgq,312.53,Low Spender
CcxG03kCKc4L,312.53,Low Spender
7xeFu1ryonmo,312.53,Low Spender
f67Nhz6lkbNz,312.52,Low Spender
azrJkJyXE2Pl,312.52,Low Spender
HrFQq6gNdLkZ,312.52,Low Spender
3CE9Yhzzaaj0,312.52,Low Spender
Bv7gZ07g7L6g,312.49,Low Spender
6GDKNbLFTaNu,312.49,Low Spender
kvEyXPLaIHSZ,312.44,Low Spender
ZK0IfJDgfbnR,312.43,Low Spender
NUQ5NmLlu1Kb,312.43,Low Spender
fY37TF4k7ej6,312.42,Low Spender
dBEemLYRDsed,312.42,Low Spender
IoKn4WMHqywe,312.42,Low Spender
6AuRhEC3QP2u,312.42,Low Spender
1LvclErIEnPp,312.42,Low Spender
drXlvy0hTsJE,312.39,Low Spender
uA3oumAfBgNb,312.38,Low Spender
ltD1qVEj8HH9,312.38,Low Spender
Nbel54jwXSMA,312.38,Low Spender
VKUpbWsM2fQj,312.37,Low Spender
VJjOBCFUYPhX,312.37,Low Spender
Cleoqb9zkRuk,312.37,Low Spender
pQLGkhmymP38,312.31,Low Spender
1dWFPqAVpSaV,312.31,Low Spender
yOaAqG4j1SNU,312.28,Low Spender
vlua4oyF6Mff,312.25,Low Spender
gFnA4ZduwaIy,312.25,Low Spender
Z1CowZM8XH0R,312.25,Low Spender
rGhrJeXiDnB5,312.24,Low Spender
fDLHOuU9X4vD,312.24,Low Spender
erHHrSklagTG,312.24,Low Spender
VYr6BMl05m6c,312.24,Low Spender
PzmlxrpzM7H0,312.24,Low Spender
kR04ZmwQS7TN,312.18,Low Spender
DEOuVWyTvaFW,312.07,Low Spender
jjJj7LC9hzV1,312.06,Low Spender
YoGmhjs6rtEn,312.06,Low Spender
wQX8paedAESb,312.02,Low Spender
uxUOATDql6RG,311.92,Low Spender
sb1QtZNixiyZ,311.92,Low Spender
inFdGRSspZoI,311.92,Low Spender
ce2B9CoeVRE8,311.92,Low Spender
MkvH2HW92XC8,311.92,Low Spender
FCAE1p5LqMgU,311.92,Low Spender
F0RkLem8OhTV,311.92,Low Spender
ArbbRW8QuSHC,311.92,Low Spender
4DV0RHx36tVG,311.92,Low Spender
0nQlOStPzedc,311.92,Low Spender
pYtRJQWG2DPh,311.91,Low Spender
h2yrcAXlEjdR,311.91,Low Spender
aXDq3oTaWpUF,311.91,Low Spender
M91Sld6U2Zsr,311.91,Low Spender
zkqHTkjMClOf,311.88,Low Spender
qkEDDwr80Mtv,311.88,Low Spender
hSiD5FDOSN1X,311.88,Low Spender
fmQvIFLH5Hkj,311.88,Low Spender
c05s80YVCx9N,311.82,Low Spender
SnoXU0NqTbV5,311.82,Low Spender
vpFeXKFX3pW6,311.81,Low Spender
rZCpX6VTphz2,311.79,Low Spender
mJkJFiu3eNLD,311.79,Low Spender
pDpRaTaw8qfq,311.71,Low Spender
lFYmOcPHaoiu,311.71,Low Spender
ewPI7NF4DuIS,311.71,Low Spender
MMkd55QZu0FD,311.71,Low Spender
Dx4tNWMzGrLN,311.71,Low Spender
ruUiOnNGJIz7,311.7,Low Spender
gi4VqGcDokF2,311.7,Low Spender
T0qXaicNABzm,311.7,Low Spender
nQuVKvc8Hnz0,311.68,Low Spender
YEVPWBVbSZDw,311.68,Low Spender
mn353CNgwndv,311.6,Low Spender
gauAoTUdvCYb,311.6,Low Spender
eCrxpSbLFYF8,311.6,Low Spender
VCVbF1pn02gD,311.6,Low Spender
SKeIDb68ucN5,311.6,Low Spender
Q2Rg7WrdgC4d,311.6,Low Spender
75S12po4BALr,311.6,Low Spender
5zLr3cyu1Hbf,311.6,Low Spender
uXkjh97Jmlot,311.59,Low Spender
7cApSc39ruxq,311.57,Low Spender
hYpDRuVST1qg,311.56,Low Spender
Nry0u0ojMIs3,311.56,Low Spender
wM3OljnhW0xY,311.51,Low Spender
qMPV80yOsjD9,311.51,Low Spender
82QY836wcOkJ,311.49,Low Spender
MS92XGJZtuNN,311.42,Low Spender
34X2DD2Jeu5X,311.42,Low Spender
ukkbk2UW7mr9,311.35,Low Spender
KeNOtQ2xUk60,311.35,Low Spender
QaT4vg8gN0QC,311.34,Low Spender
IBOneuL05h6p,311.34,Low Spender
GutXnYzYniaf,311.34,Low Spender
Cai19zymLsYJ,311.33,Low Spender
o7KpbcV31wUj,311.32,Low Spender
mMzUdvto3wAG,311.32,Low Spender
buxgqXlmiDRO,311.32,Low Spender
YtOnkod8K1EZ,311.32,Low Spender
OAlPYHNHupzT,311.32,Low Spender
FEKfbrXjp5HT,311.32,Low Spender
DPHYG4nC12hB,311.32,Low Spender
cq8sjXWQOZ1x,311.26,Low Spender
HAL13CHyNeMu,311.26,Low Spender
B8c5SeCr2fYA,311.26,Low Spender
Adknys6Mtd9a,311.26,Low Spender
q7bSK2Sb8oVy,311.23,Low Spender
NNUyffcThNXj,311.21,Low Spender
ByA5czHuW0F8,311.21,Low Spender
ovM0AXfOXvFK,311.19,Low Spender
ndTVOE08Uav1,311.19,Low Spender
aA1kJqN23xkI,311.1,Low Spender
VDL7SJaGd2tT,311.1,Low Spender
Hz7qcwXA1lrx,311.1,Low Spender
FwBIUbIEZ3Af,311.1,Low Spender
xpHUTtTLFXwB,311.0,Low Spender
plCWaP2zYt0Z,311.0,Low Spender
niUc8baK4BrX,311.0,Low Spender
X09zSoj5W34y,311.0,Low Spender
T1GBA0rSh8sc,311.0,Low Spender
IzMNRrj2CtP6,311.0,Low Spender
5ajh8YrJAgzD,311.0,Low Spender
2yE9Ssdx2qOm,311.0,Low Spender
tqCWruILJIc4,310.98,Low Spender
V2GOhEx7kMb1,310.98,Low Spender
zczimFHw1ceC,310.97,Low Spender
yjvoijsRBpL4,310.97,Low Spender
nXkgfwAGvbIa,310.97,Low Spender
Z5XfN1N46LXG,310.97,Low Spender
YDwgcmPKmk7c,310.91,Low Spender
t2DjQ0iLxXLW,310.9,Low Spender
5KSPL57ByN8h,310.85,Low Spender
GG9HI15mbAEU,310.81,Low Spender
ExjrKjb5ngSr,310.81,Low Spender
6i6cXZuenBPZ,310.81,Low Spender
fo08o1tNROSL,310.71,Low Spender
IIdEAdPAT00d,310.71,Low Spender
jP94icqzKA9d,310.69,Low Spender
bV6rdRQiEOMM,310.69,Low Spender
F5jFkXps2f4t,310.69,Low Spender
uNXPWDRHCzUS,310.68,Low Spender
uJDt7JA67TlB,310.68,Low Spender
mdjQKSafvE5v,310.68,Low Spender
bykzSFratCNo,310.68,Low Spender
Bw57Is9VZGog,310.68,Low Spender
BjdIx8qzt8eR,310.68,Low Spender
k4r4YRRBS32E,310.65,Low Spender
hcUqFJsC6uit,310.65,Low Spender
9GYXvzEH2yJI,310.53,Low Spender
vyKoSgfYTozW,310.5,Low Spender
yvG02I1CqlNb,310.44,Low Spender
s7cN7PzkWQAN,310.44,Low Spender
mlu7MkNvkYot,310.44,Low Spender
kiAqGYmGlJBb,310.44,Low Spender
kYXoXVooaBlF,310.44,Low Spender
fkx5LQqoHjDl,310.44,Low Spender
Wvbcybyts8xR,310.44,Low Spender
MJo1NaWlmRuW,310.44,Low Spender
sV0n59YkoCZ7,310.35,Low Spender
sOtpLLWJgqw5,310.35,Low Spender
s9hi8clG4fiu,310.35,Low Spender
dXOK8Ggz4Z4m,310.35,Low Spender
lRxDIQ98XA5V,310.3,Low Spender
kTTUzlwfLYqU,310.3,Low Spender
feGAsWD41WF0,310.3,Low Spender
c4WCbTxrwhcN,310.3,Low Spender
LeSy76KXuePW,310.3,Low Spender
E5HPphl18vBd,310.3,Low Spender
7F02fGTJAhcv,310.3,Low Spender
71MLZQY2n5qX,310.3,Low Spender
5YVxaRUm0UyT,310.3,Low Spender
qkzIMU81BcDF,310.29,Low Spender
UZxCj5yMPdDG,310.29,Low Spender
vmyZRCFCqWWg,310.28,Low Spender
jo5AYDu8FPqN,310.28,Low Spender
gtOw27boF6iw,310.28,Low Spender
PdohOOLnczzB,310.28,Low Spender
9m3jebR200HF,310.28,Low Spender
7vGGmel1vMF3,310.28,Low Spender
7o3If2vbiG2C,310.28,Low Spender
4uPWEzaIrk7t,310.28,Low Spender
4KpCD40NBIh8,310.28,Low Spender
zszPd4GeR1B2,310.27,Low Spender
sn3E18L9NSTG,310.27,Low Spender
pAh9DvC3qdDZ,310.27,Low Spender
i2fMhjkMPmH6,310.27,Low Spender
cf6ezq3CGSC9,310.27,Low Spender
Yz9Hv1JqghAp,310.27,Low Spender
Tq77cGISKJpP,310.27,Low Spender
TX0M0VnmXQMn,310.27,Low Spender
RH8mhhnMjSIs,310.27,Low Spender
JaCimfgIQJ7P,310.27,Low Spender
BKHRCUb1auaF,310.27,Low Spender
T64XsI54NTBC,310.21,Low Spender
pQ0PlJTcbNvf,310.2,Low Spender
c7PhhxXyTAio,310.2,Low Spender
bWgZOosMlG2P,310.2,Low Spender
r3Ood6EpehdT,310.18,Low Spender
w12Kn4Dyu0JX,310.11,Low Spender
oNF219reg9zI,310.11,Low Spender
E7lDEivzcuYk,310.11,Low Spender
9JfKmsvUoZTc,310.11,Low Spender
43mdXnGdW37g,310.11,Low Spender
UJGgOcuJYyZs,310.1,Low Spender
BTlM6rwfJWTb,310.1,Low Spender
46xnflDEBhwO,310.1,Low Spender
xpJHRDrN266a,310.08,Low Spender
ZtYMENmOdcUP,310.08,Low Spender
RjvbvrAJJ1jY,310.03,Low Spender
KXANtggN7Xo2,310.03,Low Spender
xYIMjZ63Yqi2,310.01,Low Spender
cVxMz4AaJ0us,310.01,Low Spender
1rmAbVneXqbO,310.01,Low Spender
od4udj3diUaC,309.99,Low Spender
fpep5wsUmEct,309.99,Low Spender
U1Jx32dPwGxN,309.99,Low Spender
pkUn4WNqTEZm,309.98,Low Spender
TcFW5BEJNxuF,309.98,Low Spender
IS30KwrluLOd,309.98,Low Spender
XiecwYsJCVW1,309.94,Low Spender
TCBx5SWN5R3x,309.94,Low Spender
yEFyuBLPpnWS,309.9,Low Spender
s3tngdJjujti,309.9,Low Spender
E9p1r4ohWuuE,309.9,Low Spender
ZMLBZjd2YA6Q,309.89,Low Spender
4qqPZupGFFsX,309.89,Low Spender
OF04OHfoWRCR,309.85,Low Spender
Na0oNHZLD7Qj,309.84,Low Spender
byQRL3WNcRcr,309.81,Low Spender
A0SoIt56Adc8,309.81,Low Spender
wv5AoqDSoD48,309.8,Low Spender
UZpkiCkY1Awj,309.78,Low Spender
O2JVbHB63hS7,309.77,Low Spender
qytPXi6A5viU,309.74,Low Spender
mc9ZVKkcyoK7,309.74,Low Spender
CRUNSGvLBzg0,309.74,Low Spender
BeLa5SVdWsMM,309.73,Low Spender
xXAVc58B8oXE,309.7,Low Spender
03Fbz9B9u14Q,309.66,Low Spender
k3quJRP36Hj8,309.62,Low Spender
TqS3jAJ47xUN,309.62,Low Spender
z2OvzF5MjkNb,309.61,Low Spender
iM5y96QtL6Dp,309.61,Low Spender
dnNrTPfvwBhm,309.61,Low Spender
Rq8OPf2CvHmf,309.61,Low Spender
Qj5UACqYlifT,309.61,Low Spender
9Czx0WlGCRSH,309.61,Low Spender
066FObKOed9O,309.61,Low Spender
wmfhoXk5E197,309.57,Low Spender
vFwj3DSu8tl0,309.57,Low Spender
c4czWiPCQkqx,309.57,Low Spender
X5Yc6bQGSzvc,309.57,Low Spender
VxfUsyxOB5fS,309.57,Low Spender
AuecC9Y43Vhu,309.57,Low Spender
5G9OkXVNv62k,309.57,Low Spender
ksntETcbJIP6,309.54,Low Spender
aQ6Znejfqtq2,309.51,Low Spender
ODBaOallbhX5,309.51,Low Spender
szZICkBV8dEC,309.5,Low Spender
8YXvEuMgVOZq,309.5,Low Spender
lpvy8b9VVpYD,309.41,Low Spender
pRyp8MgYSBIq,309.4,Low Spender
na9fyEUdFsIS,309.4,Low Spender
mySpxhMjVygx,309.4,Low Spender
codnrluG6hKK,309.4,Low Spender
vZhsXD5rozVM,309.35,Low Spender
gCFcXvfUZ5ER,309.35,Low Spender
4q1FV4p8DCHn,309.35,Low Spender
2CCEuKj0SGkX,309.35,Low Spender
z4x7h4X76cae,309.33,Low Spender
x0Pfvz6lE1lk,309.33,Low Spender
sUXdQbRMnsci,309.33,Low Spender
hbglz8hkY69C,309.33,Low Spender
eJCoTy05KoIQ,309.33,Low Spender
Vy3kQjZGe7sJ,309.33,Low Spender
V5YS0kwND34F,309.33,Low Spender
S3umZm063kSI,309.33,Low Spender
NQQAbPf8QpeO,309.33,Low Spender
MQkVK7UgItJO,309.33,Low Spender
LmbJWDYTMIgR,309.33,Low Spender
Fz2aDgQTCg0j,309.33,Low Spender
FbGlJVeAyilt,309.33,Low Spender
EATKyE80BIon,309.33,Low Spender
6JfTAZwhPdLi,309.33,Low Spender
43E86bdHYrpM,309.33,Low Spender
05fnaHOoWyRT,309.33,Low Spender
pl1k9l5U9S8e,309.32,Low Spender
4kLTTycpngw8,309.32,Low Spender
OTfb3YJXaWvE,309.3,Low Spender
Cgrh2iyqvrkP,309.3,Low Spender
5URtOY9YTcnR,309.3,Low Spender
wou4H9AQzMSq,309.29,Low Spender
qDfgBzhTXUvf,309.29,Low Spender
mYGW1mf5TukO,309.29,Low Spender
RIZ6B2q5DKpK,309.29,Low Spender
gD32nlXJVgRX,309.25,Low Spender
fLG6W435IkHU,309.25,Low Spender
yyu0S5NvtrHO,309.22,Low Spender
t4Ch0de5hxIc,309.18,Low Spender
L8pPd2sbmfK4,309.16,Low Spender
2VfhNSb9Jk3q,309.16,Low Spender
rV6RVn2rgXDy,309.12,Low Spender
aK6s1zLlbXwE,309.12,Low Spender
QfLxQfuxwx4h,309.12,Low Spender
ElJlZg44zQpV,309.12,Low Spender
Cc9whBoPahzr,309.12,Low Spender
8C8n9WVVRhxA,309.12,Low Spender
jK39FBoKqQMc,309.11,Low Spender
dTeia7DNcBRF,309.11,Low Spender
ZuvmcbHPWTas,309.11,Low Spender
udTwPndLfiuo,309.07,Low Spender
fhvRvzRMd3O2,309.07,Low Spender
ecbbXFsQceeG,309.07,Low Spender
NOqndM5Vi9ig,309.07,Low Spender
Ll2b9K3NXAUA,309.07,Low Spender
5wBYfd7iJcw6,309.07,Low Spender
4cQm4wMpSfkD,309.07,Low Spender
2fmMMRosAm5C,309.07,Low Spender
wfcoPOtzQFYs,309.05,Low Spender
tfD191WXhP2H,309.05,Low Spender
hEFPkSZutqjK,309.05,Low Spender
cxfWBbYso91i,309.05,Low Spender
cLr4gN8fJtDI,309.05,Low Spender
ZlI8z6M734ng,309.05,Low Spender
U3tsm3oISJDh,309.05,Low Spender
SKBhjW3degNn,309.05,Low Spender
KBOMyZ6VTKz3,309.05,Low Spender
pmKD62xSSZUi,309.01,Low Spender
l09rY6hTxIA5,309.01,Low Spender
KDy0XytT1DuI,309.01,Low Spender
GP0ZfGzDmdEY,309.01,Low Spender
ASqAOUrHBzYp,309.01,Low Spender
FA5qtmIf8X0c,308.96,Low Spender
3lghqo3tTm1o,308.96,Low Spender
M0GlEcJFaUts,308.95,Low Spender
TI8sT1yt77Xh,308.9,Low Spender
yXi1pCcMjZUQ,308.86,Low Spender
wy22KMjVimKt,308.86,Low Spender
w9sQb6utEgOP,308.86,Low Spender
vnHq2bQP9CGb,308.86,Low Spender
uptlkl9WaViu,308.86,Low Spender
u7qxD5AOgwzl,308.86,Low Spender
tNEGQiv5fK2k,308.86,Low Spender
r5IWDJqYm2YQ,308.86,Low Spender
pr23IjXaB6rG,308.86,Low Spender
nrrBnv3MYCQR,308.86,Low Spender
lr8D3QPvGOw9,308.86,Low Spender
lU9PqM4Ersqf,308.86,Low Spender
lLA6UdnPuUzt,308.86,Low Spender
iale5dO5nOmf,308.86,Low Spender
dHqiZswtPw8f,308.86,Low Spender
cPHTwlXsMx7Y,308.86,Low Spender
c7uVrpuY38QE,308.86,Low Spender
ZrRTWwCpmkZa,308.86,Low Spender
Yw2Cr6uQr0yK,308.86,Low Spender
YTsr3Xy7goRy,308.86,Low Spender
Y20R5P29k4dC,308.86,Low Spender
WWfHCqHw6wAv,308.86,Low Spender
UlF8uSi6fSOO,308.86,Low Spender
TUstVDQKYqsR,308.86,Low Spender
TT6ul03ulL2I,308.86,Low Spender
RRmVFBpXWKTZ,308.86,Low Spender
QPdWCqXCQrFv,308.86,Low Spender
PQNdOZ9P3qMi,308.86,Low Spender
NR2RnrggBSKl,308.86,Low Spender
MygUaRzui24Y,308.86,Low Spender
MyUlExAueHbw,308.86,Low Spender
L6ZBl1xdIMmg,308.86,Low Spender
KuDiu7Yn3vYV,308.86,Low Spender
KLvQBI7kOkY4,308.86,Low Spender
JVMDBV735aXF,308.86,Low Spender
IsFFqMVi5qOd,308.86,Low Spender
IQt926uHxLqY,308.86,Low Spender
IP27UkZpM66i,308.86,Low Spender
GhSw9QaQdEZh,308.86,Low Spender
FCqPcJ2PDVgS,308.86,Low Spender
Eo4XieFVIag7,308.86,Low Spender
EjkYYVaLVCP6,308.86,Low Spender
EGDMMfsbmuwJ,308.86,Low Spender
D8STiL1I1kUI,308.86,Low Spender
Crbz26VLcRKV,308.86,Low Spender
9mHelitD9ru0,308.86,Low Spender
9Cgb8RM3tw4T,308.86,Low Spender
8ruplZngDO8w,308.86,Low Spender
8dfX6jhHwsaV,308.86,Low Spender
6mDdkRmKxB2E,308.86,Low Spender
6Cebt3G8EAuJ,308.86,Low Spender
5W8ynPYQcBBl,308.86,Low Spender
2viA1v4Wd4GR,308.86,Low Spender
2culQFARwa1D,308.86,Low Spender
1LQiPNY3DFwK,308.86,Low Spender
tvQ0WNaalaY2,308.84,Low Spender
mOjFcgTZ5YZJ,308.84,Low Spender
eJk0NPvybuCa,308.84,Low Spender
yotvQF7WFaWI,308.82,Low Spender
MCdnJtL4P5nc,308.82,Low Spender
Lsr73cTWgPSx,308.81,Low Spender
8qpw4nlGsdgS,308.81,Low Spender
qsSMdSaOZtSv,308.8,Low Spender
